"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","condition","participant_id"
"pavlovia","0","5851","0.0-0.0","69f8fa1a9013b54694ce23be","6a42e2df51d202e3a70b4753","6a42e3f418a923839ea218cb","NonImmersiveNoDrogek","9a363gf0z6"
