"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","condition","participant_id"
"pavlovia","0","4628","0.0-0.0","69fdfb541b3665596fa5b3b8","6a42e2df51d202e3a70b4753","6a42e317a48c88529804d529","ImmersiveDrogek","uo1jhd4ryb"
