"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","condition","participant_id","comprehension_loop1_attempts","info_comprehension_attempts","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","task","correct_response","response_label","correct","selected","rt_valid","foil","question_order"
"image-keyboard-response","116","637674","0.0-22.0-0.3","6a1da0a3e64785cfbc9670a5","6a42e2df51d202e3a70b4753","6a42e3ed78d669d9cfd8ef9f","ImmersiveNoDrogek","n4vrkmy31g","0","0","","","","","","null","img/Woman4.png","null","exposure","","","","","false","",""
"image-keyboard-response","117","644189","0.0-23.0-0.0","6a1da0a3e64785cfbc9670a5","6a42e2df51d202e3a70b4753","6a42e3ed78d669d9cfd8ef9f","ImmersiveNoDrogek","n4vrkmy31g","0","0","","","","","","null","img/BadUmbrella2.png","null","exposure","","","","","false","",""
"image-keyboard-response","118","650713","0.0-23.0-0.1","6a1da0a3e64785cfbc9670a5","6a42e2df51d202e3a70b4753","6a42e3ed78d669d9cfd8ef9f","ImmersiveNoDrogek","n4vrkmy31g","0","0","","","","","","null","img/BadSandwich4.png","null","exposure","","","","","false","",""
"image-keyboard-response","119","657235","0.0-23.0-0.2","6a1da0a3e64785cfbc9670a5","6a42e2df51d202e3a70b4753","6a42e3ed78d669d9cfd8ef9f","ImmersiveNoDrogek","n4vrkmy31g","0","0","","","","","","null","img/BigUmbrella2.png","null","exposure","","","","","false","",""
"image-keyboard-response","120","663746","0.0-23.0-0.3","6a1da0a3e64785cfbc9670a5","6a42e2df51d202e3a70b4753","6a42e3ed78d669d9cfd8ef9f","ImmersiveNoDrogek","n4vrkmy31g","0","0","","","","","","null","img/SmallSandwich2.png","null","exposure","","","","","false","",""
"image-keyboard-response","121","670455","0.0-23.0-0.4","6a1da0a3e64785cfbc9670a5","6a42e2df51d202e3a70b4753","6a42e3ed78d669d9cfd8ef9f","ImmersiveNoDrogek","n4vrkmy31g","0","0","","","","","","null","img/BigSandwich4.png","null","exposure","","","","","false","",""
"image-keyboard-response","122","677465","0.0-23.0-0.5","6a1da0a3e64785cfbc9670a5","6a42e2df51d202e3a70b4753","6a42e3ed78d669d9cfd8ef9f","ImmersiveNoDrogek","n4vrkmy31g","0","0","","","","","","null","img/GoodUmbrella4.png","null","exposure","","","","","false","",""
"image-keyboard-response","123","683974","0.0-23.0-0.6","6a1da0a3e64785cfbc9670a5","6a42e2df51d202e3a70b4753","6a42e3ed78d669d9cfd8ef9f","ImmersiveNoDrogek","n4vrkmy31g","0","0","","","","","","null","img/GoodSandwich2.png","null","exposure","","","","","false","",""
"image-keyboard-response","124","690493","0.0-23.0-0.7","6a1da0a3e64785cfbc9670a5","6a42e2df51d202e3a70b4753","6a42e3ed78d669d9cfd8ef9f","ImmersiveNoDrogek","n4vrkmy31g","0","0","","","","","","null","img/SmallUmbrella4.png","null","exposure","","","","","false","",""
"html-keyboard-response","125","693033","0.0-24.0","6a1da0a3e64785cfbc9670a5","6a42e2df51d202e3a70b4753","6a42e3ed78d669d9cfd8ef9f","ImmersiveNoDrogek","n4vrkmy31g","0","0","","","","","","2024","
      <p style=""font-size:20px;"">Now you'll be asked to produce your own phrases in Taneg!</p>
      <p style=""font-size:20px;"">Please do your best to convey the meaning in each case, even if you're not sure.</p>
      <p style=""font-size:20px;"">You will not be corrected on this.</p>  
      <p style=""font-size:20px;"">Imagine you're actually interacting with a real speaker! </p>
      <p style=""font-size:20px;""><i>Press any key when you're ready.</i></p>
    ","r","","","","","","","",""
"html-button-response","126","696257","0.0-25.0-0.0","6a1da0a3e64785cfbc9670a5","6a42e2df51d202e3a70b4753","6a42e3ed78d669d9cfd8ef9f","ImmersiveNoDrogek","n4vrkmy31g","0","0","","","","","","2208","img/BigUmbrella4.png","0","production","kra filgu pir","hersu","false","","","",""
"html-button-response","127","698392","0.0-25.0-0.1","6a1da0a3e64785cfbc9670a5","6a42e2df51d202e3a70b4753","6a42e3ed78d669d9cfd8ef9f","ImmersiveNoDrogek","n4vrkmy31g","0","0","","","","","","2132","img/SmallSandwich4.png","0","production","kra sebanu kas","gas","false","","","",""
"html-button-response","128","700678","0.0-25.0-0.2","6a1da0a3e64785cfbc9670a5","6a42e2df51d202e3a70b4753","6a42e3ed78d669d9cfd8ef9f","ImmersiveNoDrogek","n4vrkmy31g","0","0","","","","","","2283","img/BigSandwich2.png","0","production","dew debanu pir","teban","false","","","",""
"html-button-response","129","702324","0.0-25.0-0.3","6a1da0a3e64785cfbc9670a5","6a42e2df51d202e3a70b4753","6a42e3ed78d669d9cfd8ef9f","ImmersiveNoDrogek","n4vrkmy31g","0","0","","","","","","1643","img/BigWoman.png","0","production","kers bir","bilgu","false","","","",""
"html-button-response","130","703827","0.0-25.0-0.4","6a1da0a3e64785cfbc9670a5","6a42e2df51d202e3a70b4753","6a42e3ed78d669d9cfd8ef9f","ImmersiveNoDrogek","n4vrkmy31g","0","0","","","","","","1502","img/BadSandwich4.png","0","production","kra sebanu turu","gersu","false","","","",""
"html-button-response","131","705685","0.0-25.0-0.5","6a1da0a3e64785cfbc9670a5","6a42e2df51d202e3a70b4753","6a42e3ed78d669d9cfd8ef9f","ImmersiveNoDrogek","n4vrkmy31g","0","0","","","","","","1855","img/Man4.png","0","production","kra hivu","gersu","false","","","",""
"html-button-response","132","707271","0.0-25.0-0.6","6a1da0a3e64785cfbc9670a5","6a42e2df51d202e3a70b4753","6a42e3ed78d669d9cfd8ef9f","ImmersiveNoDrogek","n4vrkmy31g","0","0","","","","","","1583","img/Man2.png","0","production","dew givu","pilg","false","","","",""
"html-button-response","133","710300","0.0-25.0-0.7","6a1da0a3e64785cfbc9670a5","6a42e2df51d202e3a70b4753","6a42e3ed78d669d9cfd8ef9f","ImmersiveNoDrogek","n4vrkmy31g","0","0","","","","","","3027","img/Woman2.png","0","production","dew gersu","dew","false","","","",""
"html-button-response","134","712166","0.0-25.0-0.8","6a1da0a3e64785cfbc9670a5","6a42e2df51d202e3a70b4753","6a42e3ed78d669d9cfd8ef9f","ImmersiveNoDrogek","n4vrkmy31g","0","0","","","","","","1864","img/BigUmbrella.png","0","production","pilg bir","dew","false","","","",""
"html-button-response","135","715074","0.0-25.0-0.9","6a1da0a3e64785cfbc9670a5","6a42e2df51d202e3a70b4753","6a42e3ed78d669d9cfd8ef9f","ImmersiveNoDrogek","n4vrkmy31g","0","0","","","","","","2906","img/BadUmbrella4.png","0","production","kra filgu turu","debanu","false","","","",""
"html-button-response","136","716624","0.0-25.0-0.10","6a1da0a3e64785cfbc9670a5","6a42e2df51d202e3a70b4753","6a42e3ed78d669d9cfd8ef9f","ImmersiveNoDrogek","n4vrkmy31g","0","0","","","","","","1547","img/SmallMan.png","0","production","kiv kas","gersu","false","","","",""
"html-button-response","137","718788","0.0-25.0-0.11","6a1da0a3e64785cfbc9670a5","6a42e2df51d202e3a70b4753","6a42e3ed78d669d9cfd8ef9f","ImmersiveNoDrogek","n4vrkmy31g","0","0","","","","","","2163","img/BadUmbrella.png","0","production","pilg duru","bilgu","false","","","",""
"html-button-response","138","720767","0.0-25.0-0.12","6a1da0a3e64785cfbc9670a5","6a42e2df51d202e3a70b4753","6a42e3ed78d669d9cfd8ef9f","ImmersiveNoDrogek","n4vrkmy31g","0","0","","","","","","1976","img/GoodUmbrella2.png","0","production","dew bilgu tan","tebanu","false","","","",""
"html-button-response","139","722660","0.0-25.0-0.13","6a1da0a3e64785cfbc9670a5","6a42e2df51d202e3a70b4753","6a42e3ed78d669d9cfd8ef9f","ImmersiveNoDrogek","n4vrkmy31g","0","0","","","","","","1891","img/GoodSandwich.png","0","production","teban tan","kersu","false","","","",""
"html-button-response","140","724465","0.0-25.0-0.14","6a1da0a3e64785cfbc9670a5","6a42e2df51d202e3a70b4753","6a42e3ed78d669d9cfd8ef9f","ImmersiveNoDrogek","n4vrkmy31g","0","0","","","","","","1802","img/SmallSandwich.png","0","production","teban kas","pilg","false","","","",""
"html-button-response","141","726066","0.0-25.0-0.15","6a1da0a3e64785cfbc9670a5","6a42e2df51d202e3a70b4753","6a42e3ed78d669d9cfd8ef9f","ImmersiveNoDrogek","n4vrkmy31g","0","0","","","","","","1598","img/SmallUmbrella2.png","0","production","dew bilgu kas","","false","","","",""
"html-button-response","142","727495","0.0-25.0-0.16","6a1da0a3e64785cfbc9670a5","6a42e2df51d202e3a70b4753","6a42e3ed78d669d9cfd8ef9f","ImmersiveNoDrogek","n4vrkmy31g","0","0","","","","","","1426","img/GoodSandwich4.png","0","production","kra sebanu tan","kiv","false","","","",""
"html-button-response","143","729712","0.0-25.0-0.17","6a1da0a3e64785cfbc9670a5","6a42e2df51d202e3a70b4753","6a42e3ed78d669d9cfd8ef9f","ImmersiveNoDrogek","n4vrkmy31g","0","0","","","","","","2215","img/Woman4.png","0","production","kra hersu","kers","false","","","",""
"html-button-response","144","731742","0.0-25.0-0.18","6a1da0a3e64785cfbc9670a5","6a42e2df51d202e3a70b4753","6a42e3ed78d669d9cfd8ef9f","ImmersiveNoDrogek","n4vrkmy31g","0","0","","","","","","2028","img/SmallUmbrella4.png","0","production","kra filgu kas","bilgu","false","","","",""
"html-button-response","145","733389","0.0-25.0-0.19","6a1da0a3e64785cfbc9670a5","6a42e2df51d202e3a70b4753","6a42e3ed78d669d9cfd8ef9f","ImmersiveNoDrogek","n4vrkmy31g","0","0","","","","","","1645","img/BadSandwich2.png","0","production","dew debanu turu","tan","false","","","",""
"html-keyboard-response","146","735267","0.0-26.0","6a1da0a3e64785cfbc9670a5","6a42e2df51d202e3a70b4753","6a42e3ed78d669d9cfd8ef9f","ImmersiveNoDrogek","n4vrkmy31g","0","0","","","","","","1876","
      <p style=""font-size:24px;"">Thank you! We're almost done!</p>
       <p style=""font-size:20px;"">There are just a few final survey questions...</p>
      <p style=""font-size:20px;""><i>Press any key when you're ready.</i></p>

    ","d","","","","","","","",""
"survey-text","147","750090","0.0-27.0","6a1da0a3e64785cfbc9670a5","6a42e2df51d202e3a70b4753","6a42e3ed78d669d9cfd8ef9f","ImmersiveNoDrogek","n4vrkmy31g","0","0","","","","","","13773","","{""languages"":""English ""}","LanguagesSurvey","","","","","","",""
"survey-likert","148","751870","0.0-28.0","6a1da0a3e64785cfbc9670a5","6a42e2df51d202e3a70b4753","6a42e3ed78d669d9cfd8ef9f","ImmersiveNoDrogek","n4vrkmy31g","0","0","","","","","","1776","","{""Q0"":2}","MotivationLikert","","","","","","","[0]"
"survey-likert","149","754291","0.0-29.0","6a1da0a3e64785cfbc9670a5","6a42e2df51d202e3a70b4753","6a42e3ed78d669d9cfd8ef9f","ImmersiveNoDrogek","n4vrkmy31g","0","0","","","","","","2418","","{""Q0"":2}","EngagementLikert","","","","","","","[0]"
"survey-text","150","767022","0.0-30.0","6a1da0a3e64785cfbc9670a5","6a42e2df51d202e3a70b4753","6a42e3ed78d669d9cfd8ef9f","ImmersiveNoDrogek","n4vrkmy31g","0","0","","","","","","12727","","{""feedback"":""none ""}","EngagementSurvey","","","","","","",""
"survey-likert","151","776034","0.0-31.0","6a1da0a3e64785cfbc9670a5","6a42e2df51d202e3a70b4753","6a42e3ed78d669d9cfd8ef9f","ImmersiveNoDrogek","n4vrkmy31g","0","0","","","","","","9010","","{""Q0"":2}","DistractionLikert","","","","","","","[0]"
"survey-text","152","794152","0.0-32.0","6a1da0a3e64785cfbc9670a5","6a42e2df51d202e3a70b4753","6a42e3ed78d669d9cfd8ef9f","ImmersiveNoDrogek","n4vrkmy31g","0","0","","","","","","18115","","{""feedback"":""Learn Taneg: a minority language""}","FeedbackSurvey","","","","","","",""
